gpa,attendance,financial_score,credit_hours,scholarship
2.35,94.3,92.4,46.0,Not Eligible
3.88,68.6,66.8,1.0,Not Eligible
2.63,69.7,74.2,127.0,Eligible
3.6,63.7,70.1,37.0,Not Eligible
3.43,96.4,15.9,108.0,Eligible
3.58,73.1,12.9,79.0,Not Eligible
3.87,66.9,94.6,56.0,Not Eligible
3.25,98.1,1.6,52.0,Not Eligible
3.8,73.4,88.4,101.0,Eligible
2.34,89.9,91.8,55.0,Not Eligible
3.25,69.2,55.4,82.0,Not Eligible
3.54,89.1,37.3,84.0,Not Eligible
2.54,69.3,59.4,51.0,Not Eligible
3.48,85.5,54.3,9.0,Not Eligible
3.56,77.6,97.6,11.0,Not Eligible
3.66,91.9,35.1,111.0,Eligible
2.63,89.2,59.5,27.0,Not Eligible
3.36,97.4,52.5,99.0,Not Eligible
2.61,75.1,17.1,17.0,Not Eligible
3.48,90.2,87.5,123.0,Eligible
2.93,98.8,20.7,14.0,Not Eligible
3.2,73.5,60.5,1.0,Not Eligible
2.83,71.6,35.6,98.0,Not Eligible
2.32,90.8,84.7,115.0,Not Eligible
2.36,77.8,84.9,51.0,Not Eligible
2.16,75.9,14.2,4.0,Not Eligible
3.24,81.8,95.3,112.0,Eligible
3.7,97.4,14.5,44.0,Not Eligible
2.04,63.4,45.5,124.0,Not Eligible
2.13,78.6,69.8,103.0,Not Eligible
2.91,64.4,40.6,76.0,Not Eligible
3.48,95.3,55.5,91.0,Not Eligible
2.32,65.5,99.6,82.0,Not Eligible
2.54,63.6,25.8,93.0,Not Eligible
2.46,98.6,76.2,68.0,Not Eligible
2.8,82.5,65.9,77.0,Not Eligible
2.45,93.0,94.7,62.0,Not Eligible
2.71,78.8,10.0,49.0,Not Eligible
3.46,77.4,26.8,4.0,Not Eligible
3.22,96.5,76.6,14.0,Not Eligible
2.16,99.6,81.8,14.0,Not Eligible
3.28,84.7,71.6,62.0,Not Eligible
2.95,96.7,15.2,103.0,Eligible
3.87,94.5,33.0,90.0,Not Eligible
2.58,81.8,22.5,27.0,Not Eligible
3.45,97.6,76.5,99.0,Not Eligible
3.46,68.4,89.4,115.0,Eligible
2.44,95.4,61.3,50.0,Not Eligible
3.81,72.4,15.6,81.0,Not Eligible
2.98,61.2,86.8,74.0,Not Eligible
3.36,91.5,43.6,120.0,Eligible
2.29,97.2,17.5,106.0,Not Eligible
2.52,68.7,62.1,14.0,Not Eligible
3.17,81.4,8.4,130.0,Eligible
2.64,90.0,59.9,118.0,Eligible
3.0,73.3,97.2,11.0,Not Eligible
2.75,65.9,59.4,126.0,Eligible
3.28,75.7,85.7,6.0,Not Eligible
2.97,78.3,86.5,103.0,Eligible
2.01,89.7,16.7,80.0,Not Eligible
3.3,67.9,67.0,58.0,Not Eligible
2.84,92.6,53.4,16.0,Not Eligible
2.68,80.1,4.6,55.0,Not Eligible
2.19,96.2,18.5,41.0,Not Eligible
2.44,82.6,17.0,119.0,Not Eligible
2.45,77.9,62.0,63.0,Not Eligible
3.87,71.5,15.8,48.0,Not Eligible
2.87,64.2,30.4,63.0,Not Eligible
2.08,74.9,10.8,79.0,Not Eligible
2.28,76.5,6.1,100.0,Not Eligible
2.16,82.7,99.7,35.0,Not Eligible
3.18,94.4,39.6,36.0,Not Eligible
2.37,78.6,50.2,120.0,Not Eligible
3.0,72.6,3.6,57.0,Not Eligible
2.74,94.9,16.0,56.0,Not Eligible
3.61,89.4,59.9,101.0,Eligible
2.64,72.3,40.0,31.0,Not Eligible
2.92,66.7,61.2,24.0,Not Eligible
3.44,71.6,31.0,107.0,Eligible
2.87,64.9,49.2,54.0,Not Eligible
3.59,96.1,91.1,76.0,Not Eligible
3.32,84.5,61.7,10.0,Not Eligible
2.82,94.5,71.2,64.0,Not Eligible
3.01,92.8,92.5,42.0,Not Eligible
3.93,66.1,71.6,63.0,Not Eligible
3.32,77.7,64.7,85.0,Not Eligible
3.81,98.9,85.3,24.0,Not Eligible
2.36,69.4,69.3,60.0,Not Eligible
2.97,62.0,60.2,108.0,Eligible
3.82,73.8,24.0,43.0,Not Eligible
2.65,80.4,2.6,19.0,Not Eligible
3.94,62.2,42.1,62.0,Not Eligible
2.19,77.1,82.0,9.0,Not Eligible
3.81,70.1,52.3,17.0,Not Eligible
2.89,68.5,8.4,25.0,Not Eligible
2.15,70.6,44.1,118.0,Not Eligible
3.76,64.2,60.5,87.0,Not Eligible
2.5,63.1,23.7,10.0,Not Eligible
2.04,83.8,8.4,35.0,Not Eligible
2.27,97.9,55.8,126.0,Not Eligible
3.32,92.2,8.8,117.0,Eligible
3.96,93.4,1.2,2.0,Not Eligible
2.22,89.4,74.0,39.0,Not Eligible
2.92,98.2,45.8,92.0,Not Eligible
2.36,98.0,4.2,61.0,Not Eligible
3.49,91.1,59.7,95.0,Not Eligible
2.24,88.6,1.3,126.0,Not Eligible
2.48,72.2,32.6,27.0,Not Eligible
2.39,63.6,17.1,33.0,Not Eligible
3.11,63.7,39.5,114.0,Eligible
3.75,89.5,1.4,0.0,Not Eligible
3.02,61.1,97.2,58.0,Not Eligible
2.12,92.7,14.8,39.0,Not Eligible
3.13,74.7,95.8,112.0,Eligible
3.6,67.7,50.6,54.0,Not Eligible
2.26,76.3,6.8,63.0,Not Eligible
2.15,88.1,88.0,91.0,Not Eligible
2.38,71.0,41.4,56.0,Not Eligible
3.49,66.9,14.7,39.0,Not Eligible
3.18,89.5,27.1,47.0,Not Eligible
3.08,95.2,29.3,113.0,Eligible
2.5,83.4,60.9,47.0,Not Eligible
2.66,81.0,97.2,115.0,Eligible
3.93,90.2,18.6,24.0,Not Eligible
2.48,89.3,21.3,128.0,Not Eligible
3.8,60.3,96.9,115.0,Eligible
3.16,71.3,22.0,113.0,Eligible
2.25,97.3,23.0,87.0,Not Eligible
2.93,98.4,99.2,74.0,Not Eligible
3.9,80.4,65.5,4.0,Not Eligible
2.84,82.4,30.7,47.0,Not Eligible
3.73,60.0,24.2,5.0,Not Eligible
2.51,86.9,47.8,54.0,Not Eligible
3.14,68.5,32.0,23.0,Not Eligible
3.69,65.1,0.9,19.0,Not Eligible
3.84,72.2,7.0,105.0,Eligible
2.97,86.6,53.9,42.0,Not Eligible
3.28,77.5,26.3,55.0,Not Eligible
2.01,74.0,94.2,123.0,Not Eligible
2.51,89.1,69.5,24.0,Not Eligible
2.56,92.5,97.8,70.0,Not Eligible
2.19,94.8,80.5,127.0,Not Eligible
2.56,77.8,31.4,129.0,Eligible
2.64,88.7,74.5,9.0,Not Eligible
3.94,95.4,46.5,19.0,Not Eligible
3.34,96.4,51.4,121.0,Eligible
2.85,79.7,53.0,116.0,Eligible
3.98,74.2,68.4,30.0,Not Eligible
2.31,96.0,36.1,106.0,Not Eligible
2.95,70.5,78.4,84.0,Not Eligible
3.29,91.9,17.4,47.0,Not Eligible
2.11,96.3,35.7,20.0,Not Eligible
3.43,89.6,67.6,45.0,Not Eligible
2.2,87.2,84.6,76.0,Not Eligible
2.28,62.0,85.6,43.0,Not Eligible
2.32,68.1,33.6,100.0,Not Eligible
3.86,86.7,42.1,61.0,Not Eligible
3.37,91.4,26.2,31.0,Not Eligible
3.31,62.5,62.1,117.0,Eligible
3.11,60.8,37.4,44.0,Not Eligible
2.59,72.5,92.7,1.0,Not Eligible
3.24,85.8,35.0,103.0,Eligible
2.82,80.5,67.7,16.0,Not Eligible
2.29,60.3,66.6,122.0,Not Eligible
3.38,66.1,49.4,6.0,Not Eligible
2.26,90.1,2.1,52.0,Not Eligible
2.38,71.9,29.3,86.0,Not Eligible
3.64,64.7,70.7,12.0,Not Eligible
3.32,62.0,41.1,112.0,Eligible
3.26,94.0,6.9,109.0,Eligible
2.84,78.9,89.8,111.0,Eligible
2.79,80.1,58.6,38.0,Not Eligible
3.38,62.5,8.3,11.0,Not Eligible
3.48,79.5,4.6,105.0,Eligible
3.02,85.8,9.6,114.0,Eligible
3.94,64.9,99.9,42.0,Not Eligible
3.91,96.1,28.2,75.0,Not Eligible
2.82,91.3,70.3,100.0,Eligible
3.64,92.1,16.7,98.0,Not Eligible
3.09,81.5,26.0,21.0,Not Eligible
3.02,73.4,0.7,57.0,Not Eligible
2.11,85.6,85.6,2.0,Not Eligible
3.15,69.0,99.2,78.0,Not Eligible
3.8,65.5,37.8,21.0,Not Eligible
3.56,81.5,21.3,121.0,Eligible
3.57,79.1,16.3,37.0,Not Eligible
2.32,66.0,26.1,61.0,Not Eligible
2.72,81.2,38.3,33.0,Not Eligible
2.47,81.9,72.2,67.0,Not Eligible
2.63,94.9,71.0,43.0,Not Eligible
3.16,90.4,51.4,80.0,Not Eligible
2.73,68.7,39.5,115.0,Eligible
3.12,92.7,51.0,105.0,Eligible
2.88,98.8,56.3,45.0,Not Eligible
2.57,88.7,61.5,21.0,Not Eligible
2.19,91.5,65.2,76.0,Not Eligible
3.78,70.7,64.5,7.0,Not Eligible
2.02,99.7,21.0,78.0,Not Eligible
2.0,67.1,48.1,60.0,Not Eligible
3.65,90.0,33.6,48.0,Not Eligible
3.99,75.8,59.5,21.0,Not Eligible
3.45,74.3,49.8,98.0,Not Eligible
2.03,71.4,20.0,126.0,Not Eligible
2.45,77.6,68.0,21.0,Not Eligible
3.94,91.6,1.9,49.0,Not Eligible
3.62,97.6,31.3,29.0,Not Eligible
3.13,76.6,78.5,130.0,Eligible
2.47,86.1,76.7,126.0,Not Eligible
2.03,91.5,95.0,23.0,Not Eligible
2.04,64.0,58.7,34.0,Not Eligible
3.22,98.4,47.9,16.0,Not Eligible
2.04,68.5,66.7,82.0,Not Eligible
3.99,96.6,84.5,53.0,Not Eligible
2.37,99.5,60.0,121.0,Not Eligible
3.42,64.0,74.4,43.0,Not Eligible
2.31,95.7,31.4,62.0,Not Eligible
3.08,85.6,32.7,99.0,Not Eligible
2.16,92.7,7.1,36.0,Not Eligible
3.53,64.4,26.9,10.0,Not Eligible
3.17,93.4,49.1,66.0,Not Eligible
2.17,85.0,66.4,69.0,Not Eligible
3.7,80.4,54.8,95.0,Not Eligible
3.09,82.4,72.0,75.0,Not Eligible
3.84,89.8,45.4,100.0,Eligible
3.83,71.9,51.3,118.0,Eligible
3.84,97.7,46.8,95.0,Not Eligible
2.16,72.3,60.2,105.0,Not Eligible
2.24,95.1,33.9,25.0,Not Eligible
3.98,60.5,61.3,23.0,Not Eligible
2.98,96.7,40.7,51.0,Not Eligible
2.48,94.1,59.9,16.0,Not Eligible
3.54,65.0,34.3,69.0,Not Eligible
2.53,89.5,16.3,78.0,Not Eligible
3.45,75.0,19.5,39.0,Not Eligible
3.67,79.2,14.5,129.0,Eligible
3.57,62.7,15.9,102.0,Eligible
2.55,68.5,62.0,99.0,Not Eligible
2.8,98.1,87.8,84.0,Not Eligible
2.83,76.7,88.2,30.0,Not Eligible
2.98,61.0,72.9,26.0,Not Eligible
2.33,80.6,54.4,21.0,Not Eligible
2.9,99.8,46.3,102.0,Eligible
3.02,73.3,12.7,46.0,Not Eligible
3.06,65.6,19.9,28.0,Not Eligible
3.64,85.7,94.1,117.0,Eligible
3.03,96.8,32.1,107.0,Eligible
2.46,94.4,58.9,3.0,Not Eligible
3.33,86.3,61.7,37.0,Not Eligible
3.59,67.4,21.7,55.0,Not Eligible
2.64,91.4,75.9,28.0,Not Eligible
3.29,92.9,9.6,61.0,Not Eligible
2.29,94.0,26.9,71.0,Not Eligible
2.68,76.2,55.7,68.0,Not Eligible
3.82,76.4,48.6,64.0,Not Eligible
3.82,66.2,73.3,110.0,Eligible
3.15,90.9,95.9,1.0,Not Eligible
3.4,89.5,24.7,5.0,Not Eligible
3.71,64.0,3.5,113.0,Eligible
3.92,60.8,33.0,101.0,Eligible
2.98,98.1,82.4,96.0,Not Eligible
3.12,60.7,73.8,35.0,Not Eligible
2.83,85.1,51.3,12.0,Not Eligible
2.14,78.1,45.1,33.0,Not Eligible
2.85,91.1,38.0,120.0,Eligible
3.58,63.5,21.3,41.0,Not Eligible
3.61,87.3,34.1,76.0,Not Eligible
3.78,84.6,19.3,71.0,Not Eligible
2.1,94.1,6.5,6.0,Not Eligible
3.05,80.7,88.8,102.0,Eligible
2.21,89.1,24.4,47.0,Not Eligible
2.4,77.5,9.7,6.0,Not Eligible
3.8,99.4,50.1,27.0,Not Eligible
2.99,82.4,25.0,57.0,Not Eligible
3.52,90.1,40.4,110.0,Eligible
2.13,63.7,96.3,46.0,Not Eligible
2.83,78.5,18.7,81.0,Not Eligible
3.35,62.6,30.8,68.0,Not Eligible
2.27,64.9,51.4,46.0,Not Eligible
2.65,80.2,42.5,14.0,Not Eligible
2.13,74.1,9.9,114.0,Not Eligible
3.3,78.4,74.5,118.0,Eligible
3.94,79.8,47.0,24.0,Not Eligible
3.65,66.4,25.9,10.0,Not Eligible
3.95,74.6,77.0,128.0,Eligible
3.69,94.4,38.2,66.0,Not Eligible
3.71,94.3,31.8,36.0,Not Eligible
3.15,79.6,75.3,12.0,Not Eligible
3.04,90.0,11.1,81.0,Not Eligible
2.81,90.1,90.9,87.0,Not Eligible
3.64,61.8,4.7,112.0,Eligible
2.36,84.4,14.0,19.0,Not Eligible
2.11,92.2,23.2,127.0,Not Eligible
3.9,83.8,67.5,104.0,Eligible
2.01,81.7,68.7,122.0,Not Eligible
3.95,81.2,99.5,19.0,Not Eligible
3.46,80.3,54.7,109.0,Eligible
2.66,91.1,82.8,87.0,Not Eligible
3.4,85.7,45.2,28.0,Not Eligible
3.64,68.6,64.2,107.0,Eligible
2.49,77.3,6.1,97.0,Not Eligible
3.54,81.1,82.2,82.0,Not Eligible
3.61,76.8,65.1,128.0,Eligible
2.5,69.5,62.9,79.0,Not Eligible
2.08,65.0,22.0,79.0,Not Eligible
2.41,64.7,40.5,81.0,Not Eligible
2.4,71.9,22.9,71.0,Not Eligible
2.13,76.1,70.4,124.0,Not Eligible
3.45,87.3,99.5,117.0,Eligible
2.76,99.4,19.3,93.0,Not Eligible
3.77,95.9,12.4,108.0,Eligible
2.5,92.5,33.7,52.0,Not Eligible
2.91,92.5,50.5,126.0,Eligible
3.28,83.8,70.2,89.0,Not Eligible
3.75,70.1,49.6,123.0,Eligible
3.05,78.9,98.5,64.0,Not Eligible
2.75,65.7,74.1,1.0,Not Eligible
3.73,82.7,18.7,25.0,Not Eligible
2.62,60.9,29.4,92.0,Not Eligible
2.16,67.6,80.3,67.0,Not Eligible
2.89,88.5,87.8,104.0,Eligible
3.57,71.1,53.1,40.0,Not Eligible
2.06,76.8,45.1,121.0,Not Eligible
3.17,93.3,15.3,10.0,Not Eligible
3.19,61.8,24.6,113.0,Eligible
3.86,60.9,70.4,82.0,Not Eligible
2.57,69.2,4.9,109.0,Eligible
2.56,87.4,60.5,89.0,Not Eligible
2.88,69.4,22.7,112.0,Eligible
2.71,94.5,22.2,63.0,Not Eligible
3.47,74.1,42.1,72.0,Not Eligible
3.28,71.3,45.2,2.0,Not Eligible
3.52,69.3,64.9,100.0,Eligible
3.64,83.0,15.0,15.0,Not Eligible
3.85,94.3,34.4,80.0,Not Eligible
2.86,76.2,16.1,58.0,Not Eligible
3.97,70.1,53.0,126.0,Eligible
2.43,76.8,19.2,44.0,Not Eligible
3.43,96.2,88.0,94.0,Not Eligible
3.07,73.4,5.6,102.0,Eligible
3.63,86.2,56.7,128.0,Eligible
2.95,73.2,70.7,22.0,Not Eligible
3.57,87.0,89.7,102.0,Eligible
3.86,95.2,24.6,47.0,Not Eligible
3.46,83.9,67.8,51.0,Not Eligible
3.55,97.9,71.0,70.0,Not Eligible
2.13,84.1,57.5,51.0,Not Eligible
2.41,99.0,85.1,69.0,Not Eligible
3.95,88.9,45.7,64.0,Not Eligible
3.39,86.1,71.5,14.0,Not Eligible
3.12,93.2,18.4,3.0,Not Eligible
2.73,60.4,97.0,9.0,Not Eligible
2.09,70.3,61.5,90.0,Not Eligible
2.74,68.6,73.5,92.0,Not Eligible
3.0,64.4,30.1,43.0,Not Eligible
2.42,97.5,42.5,24.0,Not Eligible
2.35,65.2,17.7,90.0,Not Eligible
3.02,70.5,95.1,22.0,Not Eligible
3.17,73.4,90.6,104.0,Eligible
2.48,85.0,15.1,68.0,Not Eligible
3.17,90.7,24.5,5.0,Not Eligible
3.8,84.2,53.2,46.0,Not Eligible
2.95,90.0,11.9,120.0,Eligible
3.71,76.1,58.4,83.0,Not Eligible
3.85,99.8,26.6,112.0,Eligible
2.18,66.8,64.1,97.0,Not Eligible
2.19,76.0,7.9,91.0,Not Eligible
2.95,93.3,16.3,8.0,Not Eligible
3.18,69.9,52.8,69.0,Not Eligible
2.85,90.0,69.5,49.0,Not Eligible
2.65,74.6,58.4,70.0,Not Eligible
3.28,67.1,31.3,45.0,Not Eligible
2.0,76.1,58.2,127.0,Not Eligible
3.94,91.4,27.4,122.0,Eligible
2.46,64.5,95.9,114.0,Not Eligible
3.83,80.6,16.1,28.0,Not Eligible
2.22,89.7,61.0,91.0,Not Eligible
2.48,90.1,46.0,111.0,Not Eligible
2.47,75.6,34.4,79.0,Not Eligible
3.99,78.7,49.5,102.0,Eligible
2.01,94.3,11.9,70.0,Not Eligible
3.28,68.3,43.0,63.0,Not Eligible
3.74,99.7,89.9,88.0,Not Eligible
3.34,76.8,15.3,37.0,Not Eligible
2.73,71.0,56.1,116.0,Eligible
3.92,60.1,78.1,42.0,Not Eligible
3.79,65.0,82.0,8.0,Not Eligible
2.87,90.3,17.3,92.0,Not Eligible
3.15,86.0,74.0,119.0,Eligible
3.94,69.9,76.2,49.0,Not Eligible
3.97,97.1,54.7,31.0,Not Eligible
2.9,93.4,42.3,60.0,Not Eligible
3.69,70.8,6.2,111.0,Eligible
2.6,73.2,0.8,79.0,Not Eligible
2.74,67.4,58.3,70.0,Not Eligible
2.33,85.7,36.1,124.0,Not Eligible
2.42,88.0,28.0,64.0,Not Eligible
3.31,75.8,11.4,28.0,Not Eligible
3.02,89.5,93.3,38.0,Not Eligible
2.46,99.7,18.3,63.0,Not Eligible
2.81,84.5,66.2,53.0,Not Eligible
2.75,86.0,3.9,55.0,Not Eligible
3.97,75.0,65.8,48.0,Not Eligible
3.71,60.4,65.3,123.0,Eligible
2.78,98.2,90.6,0.0,Not Eligible
3.83,90.9,59.2,78.0,Not Eligible
2.69,87.8,2.5,99.0,Not Eligible
3.34,61.2,95.9,72.0,Not Eligible
3.93,90.4,9.8,112.0,Eligible
2.78,86.8,24.0,125.0,Eligible
3.36,82.8,74.3,20.0,Not Eligible
2.59,84.9,70.2,47.0,Not Eligible
2.53,96.7,72.2,50.0,Not Eligible
3.15,60.3,42.0,118.0,Eligible
3.96,66.3,38.2,94.0,Not Eligible
2.91,95.8,58.9,109.0,Eligible
3.88,60.3,27.3,116.0,Eligible
3.83,96.1,19.8,2.0,Not Eligible
2.51,61.2,15.9,41.0,Not Eligible
2.8,91.2,38.5,24.0,Not Eligible
3.29,95.6,89.7,129.0,Eligible
3.04,84.5,92.5,46.0,Not Eligible
2.19,85.7,89.2,74.0,Not Eligible
3.99,62.0,20.4,12.0,Not Eligible
3.51,68.4,59.4,72.0,Not Eligible
2.88,96.0,65.1,100.0,Eligible
3.24,92.9,46.1,87.0,Not Eligible
2.18,62.4,57.0,73.0,Not Eligible
2.99,92.5,12.5,27.0,Not Eligible
3.86,76.9,89.9,88.0,Not Eligible
3.79,82.4,13.5,9.0,Not Eligible
2.67,64.3,83.5,16.0,Not Eligible
3.06,75.9,5.2,38.0,Not Eligible
3.39,77.4,40.2,32.0,Not Eligible
2.68,86.8,19.5,35.0,Not Eligible
2.13,86.3,15.9,49.0,Not Eligible
3.01,82.0,67.4,9.0,Not Eligible
3.2,61.3,88.8,57.0,Not Eligible
2.01,66.5,79.0,83.0,Not Eligible
2.19,66.4,29.1,80.0,Not Eligible
2.41,95.5,60.7,8.0,Not Eligible
2.7,96.1,29.5,47.0,Not Eligible
3.08,92.3,9.1,60.0,Not Eligible
2.59,67.0,11.7,15.0,Not Eligible
2.55,93.6,17.3,81.0,Not Eligible
3.74,67.5,66.1,96.0,Not Eligible
2.29,82.2,13.4,1.0,Not Eligible
2.99,89.4,57.6,108.0,Eligible
3.91,62.1,0.1,79.0,Not Eligible
3.25,83.9,73.2,1.0,Not Eligible
3.43,70.0,25.8,86.0,Not Eligible
2.86,79.9,56.9,106.0,Eligible
2.04,75.4,34.7,114.0,Not Eligible
3.29,87.5,53.4,65.0,Not Eligible
3.26,79.6,19.4,46.0,Not Eligible
2.22,72.1,61.9,45.0,Not Eligible
2.92,96.4,88.2,9.0,Not Eligible
3.83,98.4,57.9,33.0,Not Eligible
2.41,92.1,44.2,26.0,Not Eligible
2.92,83.2,47.4,82.0,Not Eligible
2.92,95.4,40.4,22.0,Not Eligible
3.62,84.1,23.6,91.0,Not Eligible
3.65,66.0,38.0,85.0,Not Eligible
3.52,60.7,42.2,62.0,Not Eligible
2.73,89.0,68.9,2.0,Not Eligible
2.14,90.1,31.8,49.0,Not Eligible
2.7,97.0,37.7,15.0,Not Eligible
3.36,93.0,62.3,104.0,Eligible
3.41,85.6,79.0,111.0,Eligible
3.93,67.6,84.2,6.0,Not Eligible
2.91,83.8,59.8,62.0,Not Eligible
3.26,77.4,45.8,97.0,Not Eligible
3.08,69.3,66.1,40.0,Not Eligible
2.3,92.0,3.1,70.0,Not Eligible
2.92,66.0,56.1,107.0,Eligible
3.09,85.2,30.8,54.0,Not Eligible
3.9,84.4,51.9,18.0,Not Eligible
2.73,72.1,29.0,120.0,Eligible
3.96,77.2,18.1,51.0,Not Eligible
3.08,64.7,24.3,46.0,Not Eligible
2.48,61.0,74.3,79.0,Not Eligible
2.38,60.5,37.5,108.0,Not Eligible
2.28,67.0,72.5,126.0,Not Eligible
2.91,94.7,75.2,83.0,Not Eligible
2.04,80.9,2.0,45.0,Not Eligible
2.89,64.7,93.9,57.0,Not Eligible
3.98,96.2,10.0,89.0,Not Eligible
3.34,82.8,47.2,126.0,Eligible
3.52,61.1,95.0,128.0,Eligible
2.24,90.5,15.8,87.0,Not Eligible
2.95,78.9,19.2,47.0,Not Eligible
2.57,81.3,23.4,57.0,Not Eligible
3.79,84.5,83.0,122.0,Eligible
2.36,63.8,84.1,95.0,Not Eligible
2.92,97.9,90.1,44.0,Not Eligible
3.18,70.2,50.5,67.0,Not Eligible
3.03,84.9,90.2,63.0,Not Eligible
3.66,94.2,26.9,110.0,Eligible
2.46,73.3,61.0,2.0,Not Eligible
2.75,85.1,42.8,96.0,Not Eligible
3.58,99.6,28.8,23.0,Not Eligible
3.06,94.1,76.3,41.0,Not Eligible
2.8,91.2,73.6,87.0,Not Eligible
2.06,77.6,74.9,105.0,Not Eligible
3.51,78.1,59.8,95.0,Not Eligible
3.94,79.4,33.7,36.0,Not Eligible
3.24,87.6,67.2,68.0,Not Eligible
3.71,65.8,20.1,41.0,Not Eligible
3.03,94.4,24.9,60.0,Not Eligible
2.46,60.7,95.7,80.0,Not Eligible
2.03,66.8,54.4,8.0,Not Eligible
3.31,79.3,71.6,125.0,Eligible
2.99,70.1,45.5,71.0,Not Eligible
3.56,74.6,0.2,57.0,Not Eligible
3.39,73.3,51.1,62.0,Not Eligible
3.98,70.8,54.0,108.0,Eligible
3.02,75.2,9.7,15.0,Not Eligible
2.85,80.2,21.2,118.0,Eligible
2.57,79.1,12.5,30.0,Not Eligible
2.95,92.5,88.2,90.0,Not Eligible
3.75,72.3,3.0,72.0,Not Eligible
2.08,71.3,76.0,99.0,Not Eligible
3.96,80.2,43.1,20.0,Not Eligible
3.99,61.9,0.3,106.0,Eligible
3.2,64.5,44.9,85.0,Not Eligible
2.66,92.1,97.8,101.0,Eligible
2.45,79.7,45.0,63.0,Not Eligible
2.55,62.7,27.3,108.0,Eligible
2.1,77.6,92.0,101.0,Not Eligible
2.95,75.9,8.0,22.0,Not Eligible
2.11,69.8,75.7,126.0,Not Eligible
3.44,74.9,24.7,126.0,Eligible
2.74,67.5,70.8,128.0,Eligible
2.4,78.0,13.9,13.0,Not Eligible
3.09,76.3,4.8,97.0,Not Eligible
3.95,84.3,68.0,83.0,Not Eligible
3.39,97.7,37.7,127.0,Eligible
2.98,67.4,98.9,79.0,Not Eligible
3.55,76.7,56.1,89.0,Not Eligible
3.47,82.5,5.4,7.0,Not Eligible
3.78,81.9,14.1,43.0,Not Eligible
2.41,86.5,89.9,82.0,Not Eligible
3.72,70.7,7.1,39.0,Not Eligible
2.6,85.4,53.9,56.0,Not Eligible
3.88,68.0,1.7,111.0,Eligible
2.56,65.0,71.8,126.0,Eligible
3.85,93.3,14.0,127.0,Eligible
3.93,78.9,18.0,66.0,Not Eligible
2.29,75.9,28.3,60.0,Not Eligible
3.95,97.1,0.3,56.0,Not Eligible
2.17,88.4,52.4,0.0,Not Eligible
2.44,87.1,97.1,80.0,Not Eligible
2.89,67.8,69.5,8.0,Not Eligible
3.99,68.4,95.3,119.0,Eligible
2.98,79.3,13.0,43.0,Not Eligible
3.1,86.1,24.1,67.0,Not Eligible
3.39,75.8,34.8,118.0,Eligible
3.94,62.6,74.3,92.0,Not Eligible
3.57,87.3,99.6,17.0,Not Eligible
2.45,91.0,85.6,90.0,Not Eligible
2.61,97.8,58.6,77.0,Not Eligible
2.2,76.4,58.5,102.0,Not Eligible
3.29,70.3,77.0,11.0,Not Eligible
2.36,97.0,18.8,125.0,Not Eligible
2.51,88.6,82.3,8.0,Not Eligible
3.78,62.6,73.9,61.0,Not Eligible
2.65,83.2,6.8,90.0,Not Eligible
3.13,61.1,4.2,94.0,Not Eligible
2.8,69.1,15.4,34.0,Not Eligible
2.15,62.8,65.3,83.0,Not Eligible
2.73,68.2,95.4,7.0,Not Eligible
2.82,79.6,11.2,45.0,Not Eligible
3.79,72.0,60.9,121.0,Eligible
2.65,63.5,59.5,60.0,Not Eligible
2.76,79.3,17.0,111.0,Eligible
3.57,88.3,26.3,19.0,Not Eligible
3.52,62.1,53.9,59.0,Not Eligible
3.6,95.3,33.6,79.0,Not Eligible
3.91,86.1,15.8,40.0,Not Eligible
3.59,80.8,43.0,127.0,Eligible
2.82,75.9,9.0,66.0,Not Eligible
3.64,75.7,58.0,36.0,Not Eligible
3.02,73.4,14.4,86.0,Not Eligible
2.56,64.6,72.9,110.0,Eligible
2.61,63.2,54.7,42.0,Not Eligible
2.45,72.4,7.9,59.0,Not Eligible
2.29,86.7,22.3,123.0,Not Eligible
2.37,71.5,42.9,18.0,Not Eligible
2.13,92.5,39.4,25.0,Not Eligible
3.78,75.2,82.6,130.0,Eligible
3.86,85.2,62.8,57.0,Not Eligible
3.17,77.3,88.7,73.0,Not Eligible
3.68,79.9,55.1,67.0,Not Eligible
2.37,70.0,31.5,82.0,Not Eligible
3.8,80.6,3.2,58.0,Not Eligible
3.01,64.4,21.1,46.0,Not Eligible
2.13,75.5,25.7,49.0,Not Eligible
2.28,77.9,9.1,81.0,Not Eligible
2.62,88.2,53.0,56.0,Not Eligible
2.09,76.0,63.8,55.0,Not Eligible
2.62,86.6,5.0,42.0,Not Eligible
2.12,67.0,34.5,107.0,Not Eligible
2.47,61.0,2.7,21.0,Not Eligible
2.53,80.2,72.9,79.0,Not Eligible
3.99,79.0,49.9,126.0,Eligible
2.47,86.8,69.2,25.0,Not Eligible
2.48,72.5,61.9,54.0,Not Eligible
3.37,61.2,85.4,93.0,Not Eligible
3.72,88.9,87.8,56.0,Not Eligible
2.77,97.7,55.9,1.0,Not Eligible
3.75,75.8,46.2,92.0,Not Eligible
2.68,84.4,99.1,93.0,Not Eligible
2.39,81.8,19.3,98.0,Not Eligible
2.66,82.6,63.9,66.0,Not Eligible
3.22,94.7,62.0,39.0,Not Eligible
2.73,89.5,95.7,101.0,Eligible
3.35,90.8,9.4,35.0,Not Eligible
2.47,63.6,94.8,26.0,Not Eligible
3.4,65.9,76.4,35.0,Not Eligible
